bundle,n,seed,degree,left,right,kappa,count,last_step,last_signed_mean_gamma_difference,last_slope_gradient_difference,last_slope_parameter_difference,last_coarse_residual_difference,max_abs_signed_mean_gamma_difference,max_abs_slope_gradient_difference,max_abs_slope_parameter_difference,max_abs_coarse_residual_difference
core_N128_s6,128,6,1,moment3,moment9,0.01,1019,19980,0.0,5.7040164126189445e-30,4.480358648911937e-16,0.0,4.163336342344337e-17,1.608020568308036e-16,4.697212818882063e-16,1.9229629156186207e-16
core_N128_s6,128,6,1,moment3,moment9,0.1,1019,19980,0.0,4.040684550481366e-17,5.458653448965286e-16,7.3434354326142e-17,2.7755575615628914e-17,1.212205365144404e-16,5.459201609348591e-16,1.6653345369377348e-16
core_N128_s6,128,6,1,moment3,moment9,1.0,1019,19980,0.0,4.14550806182803e-17,4.290866528211011e-16,4.807407289046552e-17,2.7755575615628914e-17,8.810403988670032e-17,4.290866528211011e-16,1.7333351575345718e-16
core_N128_s6,128,6,1,moment3,moment9,10.0,1019,19980,0.0,3.2242499803145626e-32,1.8776528626999802e-16,0.0,2.7755575615628914e-17,8.877653024177559e-17,1.8847962159455413e-16,1.46868708652284e-16
core_N128_s6,128,6,1,moment3,moment9,100.0,1019,19980,0.0,4.290387970157872e-17,4.1465816693355884e-17,4.807407289046552e-17,0.0,8.72364793218369e-17,4.146676680068866e-17,1.2098375150554763e-16
core_N128_s6,128,6,1,moment5,moment9,0.0001,1019,19980,0.0,4.0175407669611505e-17,4.921617774930404e-16,4.807407289046552e-17,2.7755575615628914e-17,1.667143315538123e-16,4.921617774930404e-16,2.2204462477736986e-16
core_N128_s6,128,6,1,moment5,moment9,0.001,1019,19980,-1.3877787807814457e-17,8.03554238869376e-17,5.44570953528687e-16,9.614814578093104e-17,4.163336342344337e-17,1.6489841145200646e-16,5.44570953528687e-16,2.2204462477736986e-16
core_N128_s6,128,6,1,moment5,moment9,0.01,1019,19980,0.0,4.0200511804561573e-17,4.891711219819429e-16,4.807407289046552e-17,4.163336342344337e-17,1.6648448843204096e-16,4.929981523028143e-16,2.2204462477736986e-16
core_N128_s6,128,6,1,moment5,moment9,0.1,1019,19980,0.0,8.081369100962718e-17,5.520891282564622e-16,9.614814578093104e-17,4.163336342344337e-17,1.6894353352379864e-16,5.52102076149893e-16,2.2204462477736986e-16
core_N128_s6,128,6,1,moment5,moment9,1.0,1019,19980,0.0,9.738389301251067e-31,3.935977080090656e-16,5.551115123125783e-17,4.163336342344337e-17,1.6621885437507899e-16,3.935977080090656e-16,2.2204462477736986e-16
core_N128_s6,128,6,1,moment5,moment9,10.0,1019,19980,0.0,2.872793801364436e-32,1.986395675960095e-16,0.0,2.7755575615628914e-17,1.6601447718158243e-16,1.992636174553632e-16,2.2204462477736986e-16
core_N128_s6,128,6,1,moment5,moment9,100.0,1019,19980,1.3877787807814457e-17,2.4314099811828117e-32,4.816476630799227e-17,0.0,1.3877787807814457e-17,1.6804951150595803e-16,4.816476630799227e-17,2.2204462477736986e-16
core_N128_s6,128,6,3,moment3,moment9,0.0001,1019,19980,-0.0018479529449669657,0.0019764717121370204,0.08483425555102785,0.002505986601571076,0.0018479529449669657,0.002399316278456169,0.08483425555102785,0.0026803106740473227
core_N128_s6,128,6,3,moment3,moment9,0.001,1019,19980,-0.0018469441499011086,0.001976136214476246,0.08482490214744931,0.0025053108915100183,0.0018469441499011086,0.002399316278456169,0.08482490214744931,0.002679657849543084
core_N128_s6,128,6,3,moment3,moment9,0.01,1019,19980,-0.0018369830364074469,0.0019728127704580914,0.08473198112700592,0.0024985596854201525,0.0018369830364074469,0.002399316278456169,0.08473198112700592,0.0026731258296930765
core_N128_s6,128,6,3,moment3,moment9,0.1,1019,19980,-0.0017747263698639354,0.001942610283238605,0.0838656190030875,0.0024322039023308155,0.0017747263698639354,0.002399316278456169,0.0838656190030875,0.002608077757275463
core_N128_s6,128,6,3,moment3,moment9,1.0,1019,19980,-0.0014656630493128792,0.001809768645254701,0.07947052764361096,0.0019825878393068424,0.0014656630493128792,0.002399316278456169,0.07947052764361096,0.0021498464082284783
core_N128_s6,128,6,3,moment3,moment9,10.0,1019,19980,-0.00121130229666358,0.0016955008552823425,0.07402111998726339,0.0014510976757524214,0.00121130229666358,0.002399316278456169,0.07402111998726339,0.0015570260481323366
core_N128_s6,128,6,3,moment3,moment9,100.0,1019,19980,0.0011013036319742209,0.006827243383288892,0.10875522757742948,0.001677603404256735,0.0011013036319742209,0.006827243383288892,0.10875522757742948,0.001677603404256735
core_N128_s6,128,6,3,moment5,moment9,0.0001,1019,19980,0.0,7.73752755345305e-17,5.513170499069559e-16,1.1102231238868493e-16,4.163336342344337e-17,1.6561341897608615e-16,5.533591150393304e-16,2.2204462477736986e-16
core_N128_s6,128,6,3,moment5,moment9,0.001,1019,19980,-1.3877787807814457e-17,4.111087075315944e-17,5.985366349563325e-16,7.3434354326142e-17,4.163336342344337e-17,1.6562544934519555e-16,5.985366349563325e-16,2.2204462477736986e-16
